               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,            0.052775,           0.0098325,                   0,             0.80818,               0.783,             0.81882,             0.35514,            0.047661,           0.0092109,                   0,           0.0055648,           0.0055648,           0.0055648
                 114,            0.052481,            0.010587,                   0,             0.75572,             0.71183,             0.72972,              0.2758,            0.053674,            0.009493,                   0,           0.0055252,           0.0055252,           0.0055252
                 115,            0.051937,           0.0099542,                   0,             0.85483,             0.57324,             0.69494,             0.28534,            0.055374,            0.010391,                   0,           0.0054856,           0.0054856,           0.0054856
                 116,            0.052407,           0.0097564,                   0,              0.7876,             0.82037,             0.84552,             0.35802,             0.05027,           0.0091518,                   0,            0.005446,            0.005446,            0.005446
                 117,            0.050576,           0.0093282,                   0,             0.79804,             0.64602,             0.71126,             0.29927,            0.052502,            0.009212,                   0,           0.0054064,           0.0054064,           0.0054064
                 118,            0.053538,            0.010505,                   0,             0.76338,             0.83186,             0.80573,             0.36583,            0.045398,           0.0089259,                   0,           0.0053668,           0.0053668,           0.0053668
                 119,             0.05012,            0.010028,                   0,             0.73892,             0.58407,              0.6363,             0.25594,            0.057802,            0.010913,                   0,           0.0053272,           0.0053272,           0.0053272
                 120,            0.050142,           0.0097606,                   0,             0.86885,             0.64493,             0.74997,             0.33055,            0.051553,           0.0091769,                   0,           0.0052876,           0.0052876,           0.0052876
                 121,             0.04944,            0.010076,                   0,             0.75192,             0.53097,             0.56644,             0.24685,            0.061483,            0.011013,                   0,            0.005248,            0.005248,            0.005248
                 122,            0.051157,           0.0096537,                   0,             0.58857,             0.41593,               0.385,             0.17579,            0.073941,            0.016228,                   0,           0.0052084,           0.0052084,           0.0052084
                 123,            0.054178,            0.010227,                   0,             0.72494,             0.69027,             0.70833,             0.27355,            0.052166,           0.0093362,                   0,           0.0051688,           0.0051688,           0.0051688
                 124,            0.052283,           0.0092384,                   0,             0.79054,             0.69027,             0.72217,             0.27608,            0.052439,           0.0093287,                   0,           0.0051292,           0.0051292,           0.0051292
                 125,            0.052503,           0.0099441,                   0,             0.77771,             0.69912,             0.72335,             0.29576,            0.052972,           0.0094122,                   0,           0.0050896,           0.0050896,           0.0050896
                 126,            0.051323,           0.0099999,                   0,             0.70868,             0.64602,             0.64602,             0.22686,               0.052,           0.0095515,                   0,             0.00505,             0.00505,             0.00505
                 127,            0.049682,            0.010077,                   0,             0.74419,             0.60177,             0.64661,             0.25482,            0.056314,            0.010478,                   0,           0.0050104,           0.0050104,           0.0050104
                 128,            0.049565,            0.010273,                   0,             0.79642,             0.68142,             0.79815,              0.3588,            0.048612,           0.0094934,                   0,           0.0049708,           0.0049708,           0.0049708
                 129,            0.049301,           0.0098688,                   0,             0.81139,             0.79951,             0.84403,             0.38312,            0.047391,           0.0088043,                   0,           0.0049312,           0.0049312,           0.0049312
                 130,               0.049,           0.0094777,                   0,             0.83134,             0.78515,             0.85553,             0.39467,            0.045399,           0.0085777,                   0,           0.0048916,           0.0048916,           0.0048916
                 131,            0.048009,            0.010239,                   0,             0.84792,             0.56637,             0.62352,             0.28831,            0.055309,            0.011424,                   0,            0.004852,            0.004852,            0.004852
                 132,            0.048267,            0.010307,                   0,             0.80157,             0.85798,             0.88568,             0.45058,            0.040576,           0.0091268,                   0,           0.0048124,           0.0048124,           0.0048124
                 133,            0.047769,           0.0095316,                   0,             0.85446,             0.81416,             0.87172,             0.40561,            0.042207,           0.0090586,                   0,           0.0047728,           0.0047728,           0.0047728
                 134,            0.047025,           0.0092163,                   0,             0.86185,             0.77295,             0.85222,             0.38407,            0.044126,           0.0091971,                   0,           0.0047332,           0.0047332,           0.0047332
                 135,            0.048332,           0.0096414,                   0,             0.79776,             0.55854,             0.58978,             0.23785,            0.059266,            0.011876,                   0,           0.0046936,           0.0046936,           0.0046936
                 136,            0.047945,           0.0095799,                   0,             0.73329,             0.37168,             0.40091,             0.17241,            0.068001,            0.017803,                   0,            0.004654,            0.004654,            0.004654
                 137,            0.049351,           0.0090784,                   0,             0.85288,             0.82301,             0.84861,             0.41878,            0.043306,           0.0088053,                   0,           0.0046144,           0.0046144,           0.0046144
                 138,            0.047986,           0.0096761,                   0,             0.82281,             0.82189,             0.82682,             0.39364,             0.04454,           0.0092222,                   0,           0.0045748,           0.0045748,           0.0045748
                 139,            0.046716,           0.0097354,                   0,             0.88847,             0.77549,             0.82274,             0.37571,            0.044118,           0.0090281,                   0,           0.0045352,           0.0045352,           0.0045352
                 140,            0.049165,           0.0099538,                   0,             0.83391,             0.84424,             0.87447,             0.40399,            0.042704,           0.0090467,                   0,           0.0044956,           0.0044956,           0.0044956
                 141,            0.047692,            0.010132,                   0,             0.74956,             0.70796,             0.73287,             0.31522,            0.048307,            0.010584,                   0,            0.004456,            0.004456,            0.004456
                 142,            0.048295,            0.010237,                   0,             0.77389,             0.59292,              0.6225,                0.27,            0.055116,            0.012617,                   0,           0.0044164,           0.0044164,           0.0044164
                 143,             0.04764,             0.01027,                   0,             0.84334,             0.76991,             0.81224,             0.39551,             0.04412,           0.0090709,                   0,           0.0043768,           0.0043768,           0.0043768
                 144,            0.046093,           0.0095544,                   0,             0.78981,             0.77876,              0.8521,             0.39472,             0.04056,            0.010582,                   0,           0.0043372,           0.0043372,           0.0043372
                 145,            0.045386,            0.010331,                   0,             0.40582,             0.84619,             0.42549,             0.17582,            0.043823,            0.016639,                   0,           0.0042976,           0.0042976,           0.0042976
                 146,            0.047107,            0.010641,                   0,             0.81261,             0.55752,             0.63192,             0.29279,            0.054652,            0.011166,                   0,            0.004258,            0.004258,            0.004258
                 147,            0.048706,            0.010193,                   0,             0.86313,             0.64602,             0.71044,             0.35842,            0.055017,                 nan,                   0,           0.0042184,           0.0042184,           0.0042184
