epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.73677,1.79412e+07,1.79413e+07,1.79412e+07,0,0,0,0,inf,inf,inf,0.0004,0.0004,0.0004
2,7.11805,1.79415e+07,1.79416e+07,1.79415e+07,0,0,0,0,inf,inf,inf,0.000816753,0.000816753,0.000816753
3,9.52585,1.64124e+07,1.64125e+07,1.64124e+07,0,0,0,0,inf,inf,inf,0.00123018,0.00123018,0.00123018
4,12.5797,1.3388e+07,1.33881e+07,1.3388e+07,0,0,0,0,inf,inf,inf,0.00164028,0.00164028,0.00164028
5,15.6567,1.04388e+07,1.04389e+07,1.04388e+07,0,0,0,0,inf,inf,inf,0.00196832,0.00196832,0.00196832
6,18.7909,7.60232e+06,7.60235e+06,7.60232e+06,0,0,0,0,inf,inf,inf,0.0019604,0.0019604,0.0019604
7,21.9285,5.18198e+06,5.18201e+06,5.18198e+06,0,0,0,0,inf,inf,inf,0.00195248,0.00195248,0.00195248
8,25.0845,3.3211e+06,3.32112e+06,3.3211e+06,0,0,0,0,inf,inf,inf,0.00194456,0.00194456,0.00194456
9,28.2051,1.99855e+06,1.99856e+06,1.99854e+06,0,0,0,0,inf,inf,inf,0.00193664,0.00193664,0.00193664
10,31.3286,1.17562e+06,1.17562e+06,1.17562e+06,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00192872,0.00192872,0.00192872
11,34.4872,705995,706007,705994,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.0019208,0.0019208,0.0019208
12,37.623,468725,468734,468723,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00191288,0.00191288,0.00191288
13,40.7124,339848,339857,339846,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00190496,0.00190496,0.00190496
14,43.855,257584,257592,257582,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00189704,0.00189704,0.00189704
15,47.0238,217856,217864,217855,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00188912,0.00188912,0.00188912
16,49.6844,156903,156911,156901,4e-05,0.00885,2e-05,0,inf,inf,inf,0.0018812,0.0018812,0.0018812
17,52.4177,106398,106407,106397,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00187328,0.00187328,0.00187328
18,55.0697,84311.2,84316.8,84309.4,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00186536,0.00186536,0.00186536
19,57.7307,67320.6,67326.3,67318.8,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00185744,0.00185744,0.00185744
20,60.5164,53148.3,53152.9,53146.5,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00184952,0.00184952,0.00184952
21,63.1848,44658.4,44661.9,44656.7,4e-05,0.00885,2e-05,0,inf,inf,inf,0.0018416,0.0018416,0.0018416
22,65.8886,40418.7,40422.6,40416.8,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00183368,0.00183368,0.00183368
23,68.5103,34973.4,34978.7,34971.7,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00182576,0.00182576,0.00182576
24,71.0956,29549,29553.6,29547.5,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00181784,0.00181784,0.00181784
25,73.7653,24693.1,24697.4,24691.4,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00180992,0.00180992,0.00180992
26,76.4006,20323.7,20327.5,20322.1,4e-05,0.00885,2e-05,0,inf,inf,inf,0.001802,0.001802,0.001802
27,79.0175,14819.1,14823.7,14817.8,4e-05,0.00885,2e-05,0,inf,inf,inf,0.00179408,0.00179408,0.00179408
28,81.6384,10042.1,10046.3,10040.6,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00178616,0.00178616,0.00178616
29,84.7576,8697.57,8701.59,8696.09,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00177824,0.00177824,0.00177824
30,87.8756,7305.52,7308.69,7304.22,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00177032,0.00177032,0.00177032
31,90.9853,6559.15,6562.97,6557.84,4e-05,0.00885,2e-05,0,inf,inf,inf,0.0017624,0.0017624,0.0017624
32,94.1122,5306.42,5310.61,5305.01,0.00014,0.0354,8e-05,2e-05,inf,inf,inf,0.00175448,0.00175448,0.00175448
33,97.1448,4565.85,4570,4564.47,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00174656,0.00174656,0.00174656
34,99.7161,4553.31,4558.13,4552.11,4e-05,0.00885,2e-05,1e-05,inf,inf,inf,0.00173864,0.00173864,0.00173864
