               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.074197,            0.011104,                   0,             0.62881,             0.50973,             0.52785,             0.16002,            0.071155,            0.011039,                   0,           0.0085348,           0.0085348,           0.0085348
                  39,            0.067367,            0.011763,                   0,             0.63255,             0.57522,             0.58761,             0.18505,            0.067593,            0.010742,                   0,           0.0084952,           0.0084952,           0.0084952
                  40,            0.066446,            0.011162,                   0,             0.57686,             0.39812,             0.36153,             0.11139,            0.072737,            0.012532,                   0,           0.0084556,           0.0084556,           0.0084556
                  41,            0.069756,            0.011228,                   0,             0.48869,             0.27434,             0.27379,            0.092005,            0.076035,            0.016894,                   0,            0.008416,            0.008416,            0.008416
                  42,            0.069638,            0.010318,                   0,             0.61657,             0.46903,             0.49352,             0.14943,            0.064833,            0.014173,                   0,           0.0083764,           0.0083764,           0.0083764
                  43,            0.071322,            0.010649,                   0,             0.37788,             0.38053,              0.3315,            0.082539,             0.07513,             0.01425,                   0,           0.0083368,           0.0083368,           0.0083368
                  44,            0.072764,            0.010622,                   0,             0.28873,             0.27662,               0.195,            0.054805,            0.082831,            0.015361,                   0,           0.0082972,           0.0082972,           0.0082972
                  45,            0.069492,            0.010389,                   0,              0.4287,              0.5047,             0.33711,             0.12445,             0.06501,             0.01186,                   0,           0.0082576,           0.0082576,           0.0082576
                  46,            0.066856,            0.010823,                   0,             0.51806,             0.61062,             0.51188,             0.17571,            0.065248,            0.010088,                   0,            0.008218,            0.008218,            0.008218
                  47,            0.063879,              0.0106,                   0,              0.6458,              0.6777,             0.67042,             0.22866,            0.060156,           0.0097704,                   0,           0.0081784,           0.0081784,           0.0081784
                  48,            0.063834,            0.010494,                   0,             0.77406,             0.52212,             0.58151,             0.19765,            0.060264,            0.012042,                   0,           0.0081388,           0.0081388,           0.0081388
                  49,            0.065124,            0.010761,                   0,             0.62826,             0.44871,             0.52423,             0.17666,             0.06864,           0.0094412,                   0,           0.0080992,           0.0080992,           0.0080992
                  50,            0.062504,           0.0099959,                   0,              0.4724,             0.34513,             0.29089,            0.099829,            0.077217,            0.014877,                   0,           0.0080596,           0.0080596,           0.0080596
                  51,            0.066224,           0.0097927,                   0,             0.66111,             0.60426,             0.61165,              0.2136,             0.06846,           0.0088593,                   0,             0.00802,             0.00802,             0.00802
                  52,            0.065486,            0.009237,                   0,             0.48394,             0.33628,             0.34935,             0.10469,            0.080478,            0.014172,                   0,           0.0079804,           0.0079804,           0.0079804
                  53,            0.062017,           0.0099185,                   0,             0.57663,             0.34513,             0.35531,             0.10724,            0.073928,            0.014618,                   0,           0.0079408,           0.0079408,           0.0079408
                  54,            0.062107,             0.01084,                   0,             0.67292,             0.58262,             0.55686,             0.19878,            0.061813,            0.011024,                   0,           0.0079012,           0.0079012,           0.0079012
                  55,            0.059958,            0.011033,                   0,             0.62522,             0.64602,             0.62496,             0.19195,            0.061262,           0.0097764,                   0,           0.0078616,           0.0078616,           0.0078616
                  56,            0.058208,            0.010476,                   0,             0.72168,             0.59292,             0.61757,             0.18992,            0.064118,           0.0096166,                   0,            0.007822,            0.007822,            0.007822
                  57,            0.060257,            0.010374,                   0,             0.52982,             0.56637,             0.48485,             0.14941,            0.061591,            0.010389,                   0,           0.0077824,           0.0077824,           0.0077824
                  58,            0.060179,            0.010163,                   0,             0.46033,             0.30088,             0.26272,            0.085753,             0.08291,            0.012339,                   0,           0.0077428,           0.0077428,           0.0077428
                  59,            0.057179,            0.010856,                   0,             0.64861,             0.52212,             0.48272,             0.17548,            0.067264,            0.012266,                   0,           0.0077032,           0.0077032,           0.0077032
                  60,            0.059529,            0.010163,                   0,             0.81839,             0.47788,             0.57745,             0.20196,            0.061152,            0.012743,                   0,           0.0076636,           0.0076636,           0.0076636
                  61,            0.058826,           0.0099255,                   0,             0.45598,             0.46018,              0.3813,             0.12629,            0.064248,            0.012512,                   0,            0.007624,            0.007624,            0.007624
                  62,            0.058199,            0.010248,                   0,             0.59907,             0.60177,             0.53889,             0.17628,            0.059019,            0.010338,                   0,           0.0075844,           0.0075844,           0.0075844
